kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_1_generator/resblock_up_1/res1/batch_norm/beta/dense/kernel/Assign,kernel AI core task,448,49,"""1.61""","""1618703280173036412""","""1618703280173038022"""
,memory copy task,448,50,"""1.03""","""1618703280173038122""","""1618703280173039152"""
,memory copy task,448,51,"""0.95""","""1618703280173039252""","""1618703280173040202"""
0_1_discriminator/resblock_down_2/res1/batch_norm/gamma/Adam_1/Assign,kernel AI core task,448,52,"""1.05""","""1618703280173040302""","""1618703280173041352"""
0_1_generator/resblock_up_1/res1/batch_norm/beta/dense/bias/Assign,kernel AI core task,448,53,"""1.14""","""1618703280173041452""","""1618703280173042592"""
0_1_discriminator/resblock_down_2/res1/batch_norm/beta/Adam/Assign,kernel AI core task,448,54,"""1.13""","""1618703280173042692""","""1618703280173043822"""
,memory copy task,448,55,"""1.02""","""1618703280173043922""","""1618703280173044942"""
,memory copy task,448,56,"""1.06""","""1618703280173045052""","""1618703280173046112"""
0_1_generator/resblock_up_1/res1/batch_norm/gamma/dense/kernel/Assign,kernel AI core task,448,57,"""1.36""","""1618703280173046212""","""1618703280173047572"""
,memory copy task,448,58,"""0.82""","""1618703280173047682""","""1618703280173048502"""
,memory copy task,448,59,"""0.99""","""1618703280173048602""","""1618703280173049592"""
0_1_generator/resblock_up_1/res1/batch_norm/gamma/dense/bias/Assign,kernel AI core task,448,60,"""1.14""","""1618703280173049692""","""1618703280173050832"""
0_1_discriminator/resblock_down_2/res1/batch_norm/beta/Adam_1/Assign,kernel AI core task,448,61,"""1.17""","""1618703280173050932""","""1618703280173052102"""
0_1_discriminator/resblock_down_1/res2/batch_norm/gamma/Assign,kernel AI core task,448,62,"""1.1""","""1618703280173052202""","""1618703280173053302"""
,event record task,675,23,"""0.0""","""1618703280173212682""","""1618703280173212682"""
,event record task,675,25,"""0.01""","""1618703280173367532""","""1618703280173367542"""
,event record task,675,27,"""0.01""","""1618703280173512972""","""1618703280173512982"""
,event record task,675,29,"""0.01""","""1618703280173695482""","""1618703280173695492"""
,event record task,675,31,"""0.0""","""1618703280173837792""","""1618703280173837792"""
,event record task,675,33,"""0.01""","""1618703280175550322""","""1618703280175550332"""
,event reset task,448,64,"""0.05""","""1618703280175564652""","""1618703280175564702"""
0_1_discriminator/resblock_down_2/res1/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,65,"""13.66""","""1618703280175564812""","""1618703280175578472"""
,event record task,675,35,"""0.0""","""1618703280177276102""","""1618703280177276102"""
,event reset task,448,67,"""0.05""","""1618703280177289722""","""1618703280177289772"""
0_1_discriminator/resblock_down_2/skip/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,68,"""15.81""","""1618703280177289882""","""1618703280177305692"""
,event record task,675,37,"""0.0""","""1618703280178987802""","""1618703280178987802"""
,event reset task,448,70,"""0.05""","""1618703280179003812""","""1618703280179003862"""
0_1_generator/resblock_up_1/res1/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,71,"""15.6""","""1618703280179003962""","""1618703280179019562"""
,event record task,675,39,"""0.01""","""1618703280180794112""","""1618703280180794122"""
,event reset task,448,73,"""0.05""","""1618703280180808522""","""1618703280180808572"""
0_1_generator/resblock_up_1/skip/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,74,"""17.34""","""1618703280180808812""","""1618703280180826152"""
0_1_discriminator/resblock_down_1/res2/batch_norm/beta/Assign,kernel AI core task,448,75,"""1.01""","""1618703280180826262""","""1618703280180827272"""
0_1_discriminator/resblock_down_1/res2/batch_norm/moving_mean/Assign,kernel AI core task,448,76,"""1.01""","""1618703280180827372""","""1618703280180828382"""
0_1_discriminator/resblock_down_1/res2/batch_norm/moving_variance/Assign,kernel AI core task,448,77,"""1.1""","""1618703280180828492""","""1618703280180829592"""
0_1_discriminator/resblock_down_2/res2/batch_norm/gamma/Adam/Assign,kernel AI core task,448,78,"""1.07""","""1618703280180829692""","""1618703280180830762"""
0_1_discriminator/resblock_down_2/res2/batch_norm/gamma/Adam_1/Assign,kernel AI core task,448,79,"""1.08""","""1618703280180830862""","""1618703280180831942"""
,event record task,675,41,"""0.01""","""1618703280182287172""","""1618703280182287182"""
,event reset task,448,81,"""0.05""","""1618703280182300292""","""1618703280182300342"""
0_1_discriminator/resblock_down_1/res2/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,82,"""9.41""","""1618703280182300442""","""1618703280182309852"""
,event record task,675,43,"""0.01""","""1618703280183754192""","""1618703280183754202"""
,event reset task,448,84,"""0.05""","""1618703280183768092""","""1618703280183768142"""
0_1_generator/resblock_up_1/res2/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,85,"""7.02""","""1618703280183768262""","""1618703280183775282"""
0_1_discriminator/resblock_down_1/res2/conv_0/kernel/Assign,kernel AI core task,448,86,"""4.82""","""1618703280183775392""","""1618703280183780212"""
0_1_discriminator/resblock_down_2/res2/batch_norm/beta/Adam/Assign,kernel AI core task,448,87,"""1.07""","""1618703280183780322""","""1618703280183781392"""
,stream wait event task,448,88,"""0.01""","""1618703280183781492""","""1618703280183781502"""
,event reset task,448,89,"""0.05""","""1618703280183781602""","""1618703280183781652"""
0_1_discriminator/resblock_down_1/res2/conv_0/u/Assign,kernel AI core task,448,90,"""1.28""","""1618703280183781752""","""1618703280183783032"""
0_1_discriminator/resblock_down_2/res2/batch_norm/beta/Adam_1/Assign,kernel AI core task,448,91,"""1.17""","""1618703280183783132""","""1618703280183784302"""
,event record task,675,45,"""0.01""","""1618703280185685462""","""1618703280185685472"""
,event reset task,448,93,"""0.04""","""1618703280185698922""","""1618703280185698962"""
0_1_discriminator/resblock_down_2/res2/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,94,"""20.87""","""1618703280185699132""","""1618703280185720002"""
,event record task,675,47,"""0.01""","""1618703280187606892""","""1618703280187606902"""
,event reset task,448,96,"""0.05""","""1618703280187625012""","""1618703280187625062"""
0_1_generator/resblock_up_2/res2/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,97,"""22.32""","""1618703280187625162""","""1618703280187647482"""
,memory copy task,448,98,"""3.61""","""1618703280187647592""","""1618703280187651202"""
,memory copy task,448,99,"""3.48""","""1618703280187651302""","""1618703280187654782"""
0_1_generator/resblock_up_1/res1/deconv_0/kernel/Assign,kernel AI core task,448,100,"""4.61""","""1618703280187654882""","""1618703280187659492"""
,memory copy task,448,101,"""3.16""","""1618703280187659592""","""1618703280187662752"""
,memory copy task,448,102,"""3.51""","""1618703280187662852""","""1618703280187666362"""
0_1_generator/resblock_up_4/res2/batch_norm/gamma/dense/bias/Adam/Assign,kernel AI core task,448,103,"""1.36""","""1618703280187666462""","""1618703280187667822"""
0_1_discriminator/resblock_down_1/skip/conv_0/kernel/Assign,kernel AI core task,448,104,"""1.47""","""1618703280187667922""","""1618703280187669392"""
,stream wait event task,448,105,"""0.01""","""1618703280187669492""","""1618703280187669502"""
,event reset task,448,106,"""0.05""","""1618703280187669602""","""1618703280187669652"""
0_1_discriminator/resblock_down_1/skip/conv_0/u/Assign,kernel AI core task,448,107,"""1.18""","""1618703280187669752""","""1618703280187670932"""
,event record task,675,49,"""0.0""","""1618703280187797772""","""1618703280187797772"""
,event record task,675,51,"""0.0""","""1618703280187957022""","""1618703280187957022"""
,event record task,675,53,"""0.01""","""1618703280188105672""","""1618703280188105682"""
,event record task,675,55,"""0.0""","""1618703280188249642""","""1618703280188249642"""
,event reset task,448,109,"""0.05""","""1618703280188261332""","""1618703280188261382"""
0_1_generator/resblock_up_1/res1/deconv_0/u/Assign,kernel AI core task,448,110,"""1.64""","""1618703280188261502""","""1618703280188263142"""
0_1_discriminator/resblock_down_4/res1/batch_norm/gamma/Adam/Assign,kernel AI core task,448,111,"""1.34""","""1618703280188263252""","""1618703280188264592"""
0_1_discriminator/resblock_down_4/res1/batch_norm/gamma/Adam_1/Assign,kernel AI core task,448,112,"""1.07""","""1618703280188264702""","""1618703280188265772"""
0_1_generator/resblock_up_4/res2/batch_norm/gamma/dense/bias/Adam_1/Assign,kernel AI core task,448,113,"""1.0""","""1618703280188265872""","""1618703280188266872"""
0_1_discriminator/resblock_down_4/res1/batch_norm/beta/Adam/Assign,kernel AI core task,448,114,"""1.08""","""1618703280188266972""","""1618703280188268052"""
0_1_discriminator/resblock_down_4/res1/batch_norm/beta/Adam_1/Assign,kernel AI core task,448,115,"""1.46""","""1618703280188268152""","""1618703280188269612"""
,event record task,675,57,"""0.0""","""1618703280188423342""","""1618703280188423342"""
,event record task,675,59,"""0.01""","""1618703280188565252""","""1618703280188565262"""
,event record task,675,61,"""0.01""","""1618703280188694282""","""1618703280188694292"""
,event record task,675,63,"""0.0""","""1618703280192559622""","""1618703280192559622"""
,event reset task,448,117,"""0.05""","""1618703280192573812""","""1618703280192573862"""
0_1_discriminator/resblock_down_4/res1/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,118,"""35.08""","""1618703280192573962""","""1618703280192609042"""
,event record task,675,65,"""0.0""","""1618703280196534882""","""1618703280196534882"""
,event reset task,448,120,"""0.04""","""1618703280196551152""","""1618703280196551192"""
0_1_discriminator/resblock_down_4/skip/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,121,"""33.74""","""1618703280196551302""","""1618703280196585042"""
,event record task,675,67,"""0.01""","""1618703280200452342""","""1618703280200452352"""
,event reset task,448,123,"""0.05""","""1618703280200468092""","""1618703280200468142"""
0_1_generator/resblock_up_2/res1/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,124,"""34.01""","""1618703280200468252""","""1618703280200502262"""
,event record task,675,69,"""0.0""","""1618703280204427302""","""1618703280204427302"""
,event reset task,448,126,"""0.05""","""1618703280204441692""","""1618703280204441742"""
0_1_generator/resblock_up_2/skip/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,127,"""40.06""","""1618703280204441852""","""1618703280204481912"""
,event record task,675,71,"""0.0""","""1618703280209155542""","""1618703280209155542"""
,event reset task,448,129,"""0.05""","""1618703280209171492""","""1618703280209171542"""
0_1_discriminator/resblock_down_4/res2/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,130,"""60.39""","""1618703280209171752""","""1618703280209232142"""
,event record task,675,73,"""0.01""","""1618703280213935992""","""1618703280213936002"""
,event reset task,448,132,"""0.04""","""1618703280213950462""","""1618703280213950502"""
0_1_generator/resblock_up_4/res2/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,133,"""67.44""","""1618703280213950612""","""1618703280214018052"""
,event record task,675,75,"""0.01""","""1618703280214257252""","""1618703280214257262"""
,event reset task,448,135,"""0.05""","""1618703280214270892""","""1618703280214270942"""
0_1_discriminator/self_attention/f_conv/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,136,"""1.94""","""1618703280214271072""","""1618703280214273012"""
,event record task,675,77,"""0.01""","""1618703280214508452""","""1618703280214508462"""
,event reset task,448,138,"""0.05""","""1618703280214520452""","""1618703280214520502"""
0_1_discriminator/self_attention/g_conv/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,139,"""1.52""","""1618703280214520602""","""1618703280214522122"""
0_1_discriminator/self_attention/f_conv/kernel/Assign,kernel AI core task,448,140,"""1.47""","""1618703280214522232""","""1618703280214523702"""
,event record task,675,79,"""0.01""","""1618703280214720052""","""1618703280214720062"""
,event reset task,448,142,"""0.05""","""1618703280214736812""","""1618703280214736862"""
0_1_discriminator/self_attention/f_conv/u/Assign,kernel AI core task,448,143,"""1.68""","""1618703280214736992""","""1618703280214738672"""
0_1_generator/resblock_up_1/res2/batch_norm/pop_mean/Assign,kernel AI core task,448,144,"""1.18""","""1618703280214738782""","""1618703280214739962"""
0_1_generator/resblock_up_1/res2/batch_norm/pop_var/Assign,kernel AI core task,448,145,"""1.1""","""1618703280214740072""","""1618703280214741172"""
,event record task,675,81,"""0.01""","""1618703280214872992""","""1618703280214873002"""
,event record task,675,83,"""0.0""","""1618703280215190812""","""1618703280215190812"""
,event reset task,448,147,"""0.05""","""1618703280215205032""","""1618703280215205082"""
0_1_generator/resblock_up_1/res2/batch_norm/beta/dense/kernel/Initializer/truncated_normal/mul,kernel AI core task,448,148,"""2.23""","""1618703280215205182""","""1618703280215207412"""
,event record task,675,85,"""0.01""","""1618703280215470142""","""1618703280215470152"""
,event reset task,448,150,"""0.05""","""1618703280215483632""","""1618703280215483682"""
