kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_1_generator/resblock_up_1/res1/batch_norm/beta/dense/kernel/Assign,kernel AI core task,281,49,"""1.58""","""1619056986123298526""","""1619056986123300106"""
,memory copy task,281,50,"""0.94""","""1619056986123300206""","""1619056986123301146"""
,memory copy task,281,51,"""0.97""","""1619056986123301246""","""1619056986123302216"""
0_1_discriminator/resblock_down_2/res1/batch_norm/gamma/Adam_1/Assign,kernel AI core task,281,52,"""1.18""","""1619056986123302326""","""1619056986123303506"""
0_1_generator/resblock_up_1/res1/batch_norm/beta/dense/bias/Assign,kernel AI core task,281,53,"""1.1""","""1619056986123303606""","""1619056986123304706"""
0_1_discriminator/resblock_down_2/res1/batch_norm/beta/Adam/Assign,kernel AI core task,281,54,"""1.05""","""1619056986123304806""","""1619056986123305856"""
,memory copy task,281,55,"""1.04""","""1619056986123305956""","""1619056986123306996"""
,memory copy task,281,56,"""0.95""","""1619056986123307096""","""1619056986123308046"""
0_1_generator/resblock_up_1/res1/batch_norm/gamma/dense/kernel/Assign,kernel AI core task,281,57,"""1.33""","""1619056986123308146""","""1619056986123309476"""
,memory copy task,281,58,"""0.82""","""1619056986123309576""","""1619056986123310396"""
,memory copy task,281,59,"""1.04""","""1619056986123310506""","""1619056986123311546"""
0_1_generator/resblock_up_1/res1/batch_norm/gamma/dense/bias/Assign,kernel AI core task,281,60,"""1.06""","""1619056986123311646""","""1619056986123312706"""
0_1_discriminator/resblock_down_2/res1/batch_norm/beta/Adam_1/Assign,kernel AI core task,281,61,"""1.2""","""1619056986123312806""","""1619056986123314006"""
0_1_discriminator/resblock_down_1/res2/batch_norm/gamma/Assign,kernel AI core task,281,62,"""1.09""","""1619056986123314116""","""1619056986123315206"""
,event record task,848,23,"""0.01""","""1619056986123471456""","""1619056986123471466"""
,event record task,848,25,"""0.0""","""1619056986123620496""","""1619056986123620496"""
,event record task,848,27,"""0.01""","""1619056986123772026""","""1619056986123772036"""
,event record task,848,29,"""0.01""","""1619056986123916556""","""1619056986123916566"""
,event record task,848,31,"""0.01""","""1619056986124051146""","""1619056986124051156"""
,event record task,848,33,"""0.01""","""1619056986125787646""","""1619056986125787656"""
,event reset task,281,64,"""0.05""","""1619056986125802646""","""1619056986125802696"""
0_1_discriminator/resblock_down_2/res1/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,65,"""14.6""","""1619056986125802806""","""1619056986125817406"""
,event record task,848,35,"""0.01""","""1619056986127536056""","""1619056986127536066"""
,event reset task,281,67,"""0.05""","""1619056986127551336""","""1619056986127551386"""
0_1_discriminator/resblock_down_2/skip/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,68,"""16.02""","""1619056986127551496""","""1619056986127567516"""
,event record task,848,37,"""0.01""","""1619056986129252336""","""1619056986129252346"""
,event reset task,281,70,"""0.05""","""1619056986129266316""","""1619056986129266366"""
0_1_generator/resblock_up_1/res1/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,71,"""14.07""","""1619056986129266466""","""1619056986129280536"""
,event record task,848,39,"""0.0""","""1619056986131001386""","""1619056986131001386"""
,event reset task,281,73,"""0.05""","""1619056986131017566""","""1619056986131017616"""
0_1_generator/resblock_up_1/skip/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,74,"""11.36""","""1619056986131017746""","""1619056986131029106"""
0_1_discriminator/resblock_down_1/res2/batch_norm/beta/Assign,kernel AI core task,281,75,"""1.03""","""1619056986131029216""","""1619056986131030246"""
0_1_discriminator/resblock_down_1/res2/batch_norm/moving_mean/Assign,kernel AI core task,281,76,"""1.01""","""1619056986131030346""","""1619056986131031356"""
0_1_discriminator/resblock_down_1/res2/batch_norm/moving_variance/Assign,kernel AI core task,281,77,"""1.09""","""1619056986131031456""","""1619056986131032546"""
0_1_discriminator/resblock_down_2/res2/batch_norm/gamma/Adam/Assign,kernel AI core task,281,78,"""1.08""","""1619056986131032646""","""1619056986131033726"""
0_1_discriminator/resblock_down_2/res2/batch_norm/gamma/Adam_1/Assign,kernel AI core task,281,79,"""1.08""","""1619056986131033836""","""1619056986131034916"""
,event record task,848,41,"""0.01""","""1619056986132468426""","""1619056986132468436"""
,event reset task,281,81,"""0.05""","""1619056986132482866""","""1619056986132482916"""
0_1_discriminator/resblock_down_1/res2/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,82,"""10.5""","""1619056986132483016""","""1619056986132493516"""
,event record task,848,43,"""0.0""","""1619056986133935816""","""1619056986133935816"""
,event reset task,281,84,"""0.05""","""1619056986133950196""","""1619056986133950246"""
0_1_generator/resblock_up_1/res2/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,85,"""9.87""","""1619056986133950346""","""1619056986133960216"""
0_1_discriminator/resblock_down_1/res2/conv_0/kernel/Assign,kernel AI core task,281,86,"""4.22""","""1619056986133960316""","""1619056986133964536"""
0_1_discriminator/resblock_down_2/res2/batch_norm/beta/Adam/Assign,kernel AI core task,281,87,"""1.02""","""1619056986133964646""","""1619056986133965666"""
,stream wait event task,281,88,"""0.0""","""1619056986133965776""","""1619056986133965776"""
,event reset task,281,89,"""0.04""","""1619056986133965886""","""1619056986133965926"""
0_1_discriminator/resblock_down_1/res2/conv_0/u/Assign,kernel AI core task,281,90,"""1.28""","""1619056986133966036""","""1619056986133967316"""
0_1_discriminator/resblock_down_2/res2/batch_norm/beta/Adam_1/Assign,kernel AI core task,281,91,"""1.28""","""1619056986133967416""","""1619056986133968696"""
,event record task,848,45,"""0.01""","""1619056986135863216""","""1619056986135863226"""
,event reset task,281,93,"""0.05""","""1619056986135879796""","""1619056986135879846"""
0_1_discriminator/resblock_down_2/res2/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,94,"""23.59""","""1619056986135879986""","""1619056986135903576"""
,event record task,848,47,"""0.01""","""1619056986137784746""","""1619056986137784756"""
,event reset task,281,96,"""0.04""","""1619056986137797796""","""1619056986137797836"""
0_1_generator/resblock_up_2/res2/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,97,"""20.55""","""1619056986137797996""","""1619056986137818546"""
,memory copy task,281,98,"""3.51""","""1619056986137818656""","""1619056986137822166"""
,memory copy task,281,99,"""3.34""","""1619056986137822266""","""1619056986137825606"""
0_1_generator/resblock_up_1/res1/deconv_0/kernel/Assign,kernel AI core task,281,100,"""3.97""","""1619056986137825716""","""1619056986137829686"""
,memory copy task,281,101,"""3.08""","""1619056986137829786""","""1619056986137832866"""
,memory copy task,281,102,"""3.41""","""1619056986137832976""","""1619056986137836386"""
0_1_generator/resblock_up_4/res2/batch_norm/gamma/dense/bias/Adam/Assign,kernel AI core task,281,103,"""1.29""","""1619056986137836486""","""1619056986137837776"""
0_1_discriminator/resblock_down_1/skip/conv_0/kernel/Assign,kernel AI core task,281,104,"""1.34""","""1619056986137837876""","""1619056986137839216"""
,stream wait event task,281,105,"""0.01""","""1619056986137839316""","""1619056986137839326"""
,event reset task,281,106,"""0.05""","""1619056986137839426""","""1619056986137839476"""
0_1_discriminator/resblock_down_1/skip/conv_0/u/Assign,kernel AI core task,281,107,"""1.17""","""1619056986137839576""","""1619056986137840746"""
,event record task,848,49,"""0.0""","""1619056986137963686""","""1619056986137963686"""
,event record task,848,51,"""0.01""","""1619056986138136126""","""1619056986138136136"""
,event record task,848,53,"""0.0""","""1619056986138293996""","""1619056986138293996"""
,event record task,848,55,"""0.01""","""1619056986138448496""","""1619056986138448506"""
,event reset task,281,109,"""0.05""","""1619056986138462286""","""1619056986138462336"""
0_1_generator/resblock_up_1/res1/deconv_0/u/Assign,kernel AI core task,281,110,"""2.04""","""1619056986138462436""","""1619056986138464476"""
0_1_discriminator/resblock_down_4/res1/batch_norm/gamma/Adam/Assign,kernel AI core task,281,111,"""1.34""","""1619056986138464586""","""1619056986138465926"""
0_1_discriminator/resblock_down_4/res1/batch_norm/gamma/Adam_1/Assign,kernel AI core task,281,112,"""1.08""","""1619056986138466036""","""1619056986138467116"""
0_1_generator/resblock_up_4/res2/batch_norm/gamma/dense/bias/Adam_1/Assign,kernel AI core task,281,113,"""1.05""","""1619056986138467216""","""1619056986138468266"""
0_1_discriminator/resblock_down_4/res1/batch_norm/beta/Adam/Assign,kernel AI core task,281,114,"""1.11""","""1619056986138468376""","""1619056986138469486"""
0_1_discriminator/resblock_down_4/res1/batch_norm/beta/Adam_1/Assign,kernel AI core task,281,115,"""1.14""","""1619056986138469596""","""1619056986138470736"""
,event record task,848,57,"""0.01""","""1619056986138621826""","""1619056986138621836"""
,event record task,848,59,"""0.0""","""1619056986138772966""","""1619056986138772966"""
,event record task,848,61,"""0.01""","""1619056986138907226""","""1619056986138907236"""
,event record task,848,63,"""0.0""","""1619056986142744186""","""1619056986142744186"""
,event reset task,281,117,"""0.05""","""1619056986142756756""","""1619056986142756806"""
0_1_discriminator/resblock_down_4/res1/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,118,"""33.08""","""1619056986142756906""","""1619056986142789986"""
,event record task,848,65,"""0.01""","""1619056986146695936""","""1619056986146695946"""
,event reset task,281,120,"""0.04""","""1619056986146712136""","""1619056986146712176"""
0_1_discriminator/resblock_down_4/skip/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,121,"""36.21""","""1619056986146712286""","""1619056986146748496"""
,event record task,848,67,"""0.01""","""1619056986150598616""","""1619056986150598626"""
,event reset task,281,123,"""0.05""","""1619056986150613116""","""1619056986150613166"""
0_1_generator/resblock_up_2/res1/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,124,"""35.61""","""1619056986150613286""","""1619056986150648896"""
,event record task,848,69,"""0.01""","""1619056986154536016""","""1619056986154536026"""
,event reset task,281,126,"""0.04""","""1619056986154550706""","""1619056986154550746"""
0_1_generator/resblock_up_2/skip/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,127,"""35.73""","""1619056986154550866""","""1619056986154586596"""
,event record task,848,71,"""0.01""","""1619056986159245216""","""1619056986159245226"""
,event reset task,281,129,"""0.05""","""1619056986159262706""","""1619056986159262756"""
0_1_discriminator/resblock_down_4/res2/conv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,130,"""68.76""","""1619056986159262866""","""1619056986159331626"""
,event record task,848,73,"""0.01""","""1619056986164037406""","""1619056986164037416"""
,event reset task,281,132,"""0.05""","""1619056986164052456""","""1619056986164052506"""
0_1_generator/resblock_up_4/res2/deconv_0/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,133,"""66.8""","""1619056986164052616""","""1619056986164119416"""
,event record task,848,75,"""0.01""","""1619056986164314786""","""1619056986164314796"""
,event reset task,281,135,"""0.05""","""1619056986164329626""","""1619056986164329676"""
0_1_discriminator/self_attention/f_conv/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,136,"""2.04""","""1619056986164329816""","""1619056986164331856"""
,event record task,848,77,"""0.01""","""1619056986164566616""","""1619056986164566626"""
,event reset task,281,138,"""0.05""","""1619056986164582346""","""1619056986164582396"""
0_1_discriminator/self_attention/g_conv/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,139,"""1.38""","""1619056986164582506""","""1619056986164583886"""
0_1_discriminator/self_attention/f_conv/kernel/Assign,kernel AI core task,281,140,"""1.59""","""1619056986164583996""","""1619056986164585586"""
,event record task,848,79,"""0.01""","""1619056986164787166""","""1619056986164787176"""
,event reset task,281,142,"""0.05""","""1619056986164801086""","""1619056986164801136"""
0_1_discriminator/self_attention/f_conv/u/Assign,kernel AI core task,281,143,"""1.74""","""1619056986164801266""","""1619056986164803006"""
0_1_generator/resblock_up_1/res2/batch_norm/pop_mean/Assign,kernel AI core task,281,144,"""1.17""","""1619056986164803106""","""1619056986164804276"""
0_1_generator/resblock_up_1/res2/batch_norm/pop_var/Assign,kernel AI core task,281,145,"""1.14""","""1619056986164804386""","""1619056986164805526"""
,event record task,848,81,"""0.01""","""1619056986164950986""","""1619056986164950996"""
,event record task,848,83,"""0.01""","""1619056986165200866""","""1619056986165200876"""
,event reset task,281,147,"""0.05""","""1619056986165214466""","""1619056986165214516"""
0_1_generator/resblock_up_1/res2/batch_norm/beta/dense/kernel/Initializer/truncated_normal/mul,kernel AI core task,281,148,"""2.29""","""1619056986165214616""","""1619056986165216906"""
,event record task,848,85,"""0.01""","""1619056986165481846""","""1619056986165481856"""
,event reset task,281,150,"""0.05""","""1619056986165496526""","""1619056986165496576"""
